"Take a look at yourself then make that change","Michael Jackson"
"Tell me, if you really love me","Michael Jackson"
"That you pledge your only son...","Michael Jackson"
"That you said was yours and mine...","Michael Jackson"
"That you said we were to gain...","Michael Jackson"
"The heavens are falling down","Michael Jackson"
"The law was on her side","Michael Jackson"
"Then every head turned with eyes that dreamed","Michael Jackson"
"Then it feels that always","Michael Jackson"
"Then showed a photo of a baby crying","Michael Jackson"
"Then the smell of sweet perfume","Michael Jackson"
"Then why do we keep strangling life","Michael Jackson"
"Then you close your mind","Michael Jackson"
"There are people dying","Michael Jackson"
"There are some with no home, not a nickel to loan","Michael Jackson"
"There are ways to get there","Michael Jackson"
"There's a love that cannot lie","Michael Jackson"
"There's a place in your heart","Michael Jackson"
"There's no hurt or sorrow","Michael Jackson"
"They follow each other on the wind ya know?","Michael Jackson"
"They follow the pattern of the wind ya see","Michael Jackson"
"This crying Earth this weeping shore","Michael Jackson"
"This happened much too soon","Michael Jackson"
"This wind is blowin' my mind","Michael Jackson"
"This world is heavenly","Michael Jackson"
"Though it's plain to see","Michael Jackson"
"To make a better place","Michael Jackson"
"Together we'll cry happy tears","Michael Jackson"
"Torn apart by creed","Michael Jackson"
"We could fly so high","Michael Jackson"
"We could really get there","Michael Jackson"
"We stop existing and start living","Michael Jackson"
"We're ravaging the seas","Michael Jackson"
"We've turned kingdoms to dust","Michael Jackson"
"What about Abraham","Michael Jackson"
"What about all the dreams","Michael Jackson"
"What about all the peace","Michael Jackson"
"What about all the things","Michael Jackson"
"What about all their joy","Michael Jackson"
"What about animals","Michael Jackson"
"What about babies","Michael Jackson"
"What about children dying","Michael Jackson"
"What about crying whales","Michael Jackson"
"What about death again","Michael Jackson"
"What about elephants","Michael Jackson"
"What about flowering fields","Michael Jackson"
"What about forest trails","Michael Jackson"
"What about killing fields","Michael Jackson"
"What about nature's worth","Michael Jackson"
"What about rainWhat about all the things","Michael Jackson"
"What about sunrise","Michael Jackson"
"What about the bleeding Earth","Michael Jackson"
"What about the common man","Michael Jackson"
"What about the crying man","Michael Jackson"
"What about the days","Michael Jackson"
"What about the holy land","Michael Jackson"
"What about the man","Michael Jackson"
"What about the seas","Michael Jackson"
"What have we done to the world","Michael Jackson"
"Where did we go wrong","Michael Jackson"
"Who am I to be blind, pretending not to see their need?","Michael Jackson"
"Who will dance on the floor in the round","Michael Jackson"
"Will reveal a joyful face","Michael Jackson"
"Will shine again in grace","Michael Jackson"
"With the man in the mirror, oh yeah","Michael Jackson"
"Wound this earth crucify its soul","Michael Jackson"
"Yeah, that man","Michael Jackson"
"You got to stand up, stand up, stand up","Michael Jackson"
"You got to, you got to not let yourself, brother oh","Michael Jackson"
"You got, you got to move","Michael Jackson"
"You gotta get it right, while you got the time","Michael Jackson"
"You know it, you know it, you know it, you know","Michael Jackson"
"You know, you got to stop it yourself","Michael Jackson"
"You'll find there's no need to cry","Michael Jackson"
"'Cause I gotta feeling Ooohoo","Black Eyed Peas"
"'Cause of my hump","Black Eyed Peas"
"'Cause people got me, got me questionin'","Black Eyed Peas"
"One world, one world","Black Eyed Peas"
"A feel...","Black Eyed Peas"
"A feeling","Black Eyed Peas"
"A feeling Ooohoo","Black Eyed Peas"
"A war is goin' on but the reason's undercover","Black Eyed Peas"
"All that ass inside 'em jeans?","Black Eyed Peas"
"All that breast inside that shirt?","Black Eyed Peas"
"All that junk inside that trunk?","Black Eyed Peas"
"All that junk inside your trunk?","Black Eyed Peas"
"All their money got me wearing fly gear","Black Eyed Peas"
"Always dancing next to me","Black Eyed Peas"
"And do it Do it, and do it And do it,","Black Eyed Peas"
"and do it Hey, do it Hey, do it And do it","Black Eyed Peas"
"And do it, and do it, and do it, do it, do it","Black Eyed Peas"
"And I'm feeling Ooohoo","Black Eyed Peas"
"And I've been there before but that life's a bore","Black Eyed Peas"
"And just lose it all","Black Eyed Peas"
"And losing all control","Black Eyed Peas"
"And mix your milk with my cocoa puff","Black Eyed Peas"
"And move my hump","Black Eyed Peas"
"And no, I ain't taken","Black Eyed Peas"
"And something's wrong with it Yeah","Black Eyed Peas"
"And spending time on me","Black Eyed Peas"
"And that's exactly how anger works and operates","Black Eyed Peas"
"And that's the only way to prove you love him","Black Eyed Peas"
"And then we'll do it again","Black Eyed Peas"
"And to discriminate only generates hate","Black Eyed Peas"
"And what good would it be?","Black Eyed Peas"
"And when you hate then you're bound to get irate, yeah","Black Eyed Peas"
"Around the clock Clock, clock, clock, clock","Black Eyed Peas"
"As I'm gettin' older, y'all, people gets colder","Black Eyed Peas"
"But everything means nothing","Black Eyed Peas"
"But I ain't asking","Black Eyed Peas"
"But I don't want nothing at all","Black Eyed Peas"
"But if you only have love for your own race","Black Eyed Peas"
"But we still got terrorists here livin'","Black Eyed Peas"
"Can you practice what you preach?","Black Eyed Peas"
"Chemical gasses fillin' lungs of little ones","Black Eyed Peas"
"Children hurt and you hear them cryin'","Black Eyed Peas"
"Define what's within","Black Eyed Peas"
"Dolce +ACY- Gabbana","Black Eyed Peas"
"Easy come, easy go","Black Eyed Peas"
"Father, Father, Father help us","Black Eyed Peas"
"Father, Father, Father, help us","Black Eyed Peas"
"Feel the shot, body rock","Black Eyed Peas"
"Fendi and NaDonna","Black Eyed Peas"
"Fill up my cup","Black Eyed Peas"
"Fill up my cup Draaank","Black Eyed Peas"
"Friday, Saturday, Saturday to Sunday Do it","Black Eyed Peas"
"Get you love drunk off my hump","Black Eyed Peas"
"Get you love drunk off this hump","Black Eyed Peas"
"Getgetgetgetget with us","Black Eyed Peas"
"Go out and smash it","Black Eyed Peas"
"Go out and smash it Smash it","Black Eyed Peas"
"Gotta keep my faith alive 'til love is found","Black Eyed Peas"
"Hand me the world on a silver platter","Black Eyed Peas"
"Here we come, here we go","Black Eyed Peas"
"I could be your baby, you could be my honey","Black Eyed Peas"
"I do it on the daily","Black Eyed Peas"
"I drive these brothers crazy","Black Eyed Peas"
"I feel stressed and","Black Eyed Peas"
"I feel the weight of the world on my shoulder","Black Eyed Peas"
"I got my money","Black Eyed Peas"
"I got my money I'm paid","Black Eyed Peas"
"I gotta feeling","Black Eyed Peas"
"I keep on demonstrating","Black Eyed Peas"
"I know that we'll have a ball","Black Eyed Peas"
"I met a girl down at the disco","Black Eyed Peas"
"I say no, but they keep giving","Black Eyed Peas"
"I think the whole world addicted to the drama","Black Eyed Peas"
"I wanna let it go","Black Eyed Peas"
"I'm just trying to dance, boy","Black Eyed Peas"
"I'mma get, get, get, get you drunk","Black Eyed Peas"
"I'mma make, make, make, make you scream","Black Eyed Peas"
"I'mma make, make, make, make you work","Black Eyed Peas"
"If I ain't got you with me, baby","Black Eyed Peas"
"If I ain't got you, baby","Black Eyed Peas"
"If I ain't got you, yeah","Black Eyed Peas"
"If I ain't got you, you, you","Black Eyed Peas"
"If it ain't you, baby","Black Eyed Peas"
"If love and peace are so strong","Black Eyed Peas"
"If we get down and go out","Black Eyed Peas"
"If you never know truth then you never know love","Black Eyed Peas"
"If you touch it, I'mma","Black Eyed Peas"
"In the back and in the front","Black Eyed Peas"
"In the USA, the big CIA","Black Eyed Peas"
"In this world that we livin' in people keep on givin' in","Black Eyed Peas"
"Infecting the young minds faster than bacteria","Black Eyed Peas"
"Instead of spreading love we're spreading animosity","Black Eyed Peas"
"It just ain't the same, old ways have changed","Black Eyed Peas"
"Jump off that sofa","Black Eyed Peas"
"Jump off that sofa Come on","Black Eyed Peas"
"Just take it... off","Black Eyed Peas"
"Karan, they be sharing","Black Eyed Peas"
"Kids wanna act like what they see in the cinema","Black Eyed Peas"
"Lack of understanding, leading us away from unity","Black Eyed Peas"
"Let your soul gravitate to the love, y'all, y'all","Black Eyed Peas"
"Let's burn the roof","Black Eyed Peas"
"Let's do it And do it, let's do it And do it,","Black Eyed Peas"
"let's do it Hey, do it Hey, do it Hey, do it","Black Eyed Peas"
"Let's do it, and do it Do it, and do it","Black Eyed Peas"
"Let's do it, and do it, and do it","Black Eyed Peas"
"Let's do it, let's do it, let's do it","Black Eyed Peas"
"Let's do it, let's do it, let's do it Let's do it","Black Eyed Peas"
"Let's get  get off","Black Eyed Peas"
"Let's go way out spaced out","Black Eyed Peas"
"Let's live it up","Black Eyed Peas"
"Let's live it up Let's live it up","Black Eyed Peas"
"Let's paint the town","Black Eyed Peas"
"Let's paint the town Paint the town","Black Eyed Peas"
"Let's spend it up","Black Eyed Peas"
"Let's spend it up Let's spend it up","Black Eyed Peas"
"Let's spend time not money","Black Eyed Peas"
"Like, oh my God","Black Eyed Peas"
"Like, oh my God Like, oh my God","Black Eyed Peas"
"Look at her dancin'","Black Eyed Peas"
"Look at her dancing Move it Move it","Black Eyed Peas"
"Looking at my lump, lump","Black Eyed Peas"
"Madness is what you demonstrate","Black Eyed Peas"
"Make you scream, make you scream","Black Eyed Peas"
"Make you work, work, make you work","Black Eyed Peas"
"Makin' wrong decisions, only visions of them dividends","Black Eyed Peas"
"Man, you gotta have love just to set it straight","Black Eyed Peas"
"Mazel tov","Black Eyed Peas"
"Mazel tov L'Chaim","Black Eyed Peas"
"Milky, milky cocoa","Black Eyed Peas"
"Milky, milky, right,Black Eyed Peas
Mix your milk with my cocoa puff","Black Eyed Peas"
"Monday, Tuesday, Wednesday, and Thursday Do it","Black Eyed Peas"
"Most of us only care about money makin'","Black Eyed Peas"
"My hump","Black Eyed Peas"
"My hump, my hump","Black Eyed Peas"
"My hump, my hump, my hump","Black Eyed Peas"
"My humps, they got you","Black Eyed Peas"
"My love love","Black Eyed Peas"
"My love, my love, my love","Black Eyed Peas"
"My lovely lady lumps","Black Eyed Peas"
"My lovely lady lumps, check it out","Black Eyed Peas"
"My lovely little lumps, check it out","Black Eyed Peas"
"My loving got you","Black Eyed Peas"
"Nations droppin' bombs","Black Eyed Peas"
"Negative images is the main criteria","Black Eyed Peas"
"New days are strange, is the world insane?","Black Eyed Peas"
"No, no drama","Black Eyed Peas"
"No, no, no, no drama","Black Eyed Peas"
"Not respectin' each other, deny thy brother","Black Eyed Peas"
"Now ask yourself","Black Eyed Peas"
"Now we on top Top, top, top, top","Black Eyed Peas"
"Oon me, on me","Black Eyed Peas"
"One world, one world","Black Eyed Peas"
"One world, one world That's all we got","Black Eyed Peas"
"One world, one world We only got","Black Eyed Peas"
"Only attracted to things that'll bring you trauma","Black Eyed Peas"
"Ooohoo","Black Eyed Peas"
"Or would you turn the other cheek?","Black Eyed Peas"
"Overseas, yeah, we try to stop terrorism","Black Eyed Peas"
"Pppparty every day","Black Eyed Peas"
"Party every day","Black Eyed Peas"
"People killin', people dyin'","Black Eyed Peas"
"People livin' like they ain't got no mamas","Black Eyed Peas"
"Rock it, don't stop Stop, stop, stop, stop","Black Eyed Peas"
"Round and round, up and down","Black Eyed Peas"
"Said nothing in this whole wide world don't mean a thing","Black Eyed Peas"
"Selfishness got us followin' the wrong direction","Black Eyed Peas"
"Send some guidance from above","Black Eyed Peas"
"Seven Jeans, True Religion","Black Eyed Peas"
"She said: hey, hey, hey, you, let's go","Black Eyed Peas"
"She's got me spending oh","Black Eyed Peas"
"Sing with me y'all:","Black Eyed Peas"
"So ask yourself is the lovin' really gone","Black Eyed Peas"
"So don't pull on my hand, boy","Black Eyed Peas"
"So full of the superficial","Black Eyed Peas"
"So I could ask myself really what is goin' wrong","Black Eyed Peas"
"So I keep on taking","Black Eyed Peas"
"Some just want everything","Black Eyed Peas"
"Some people live for the fortune","Black Eyed Peas"
"Some people live for the power, yeah","Black Eyed Peas"
"Some people live just for the fame","Black Eyed Peas"
"Some people live just to play the game","Black Eyed Peas"
"Some people need three dozen roses","Black Eyed Peas"
"Some people search for a fountain","Black Eyed Peas"
"Some people think that the physical things","Black Eyed Peas"
"Some people want diamond rings","Black Eyed Peas"
"Some people want it all","Black Eyed Peas"
"Something's wrong with it Yeah","Black Eyed Peas"
"Something's wrong with the wowoworld, yeah","Black Eyed Peas"
"Spending all your money on me","Black Eyed Peas"
"Start some drama","Black Eyed Peas"
"Take control of your mind and meditate","Black Eyed Peas"
"That promises forever young","Black Eyed Peas"
"That tonight's gonna be a good night","Black Eyed Peas"
"That tonight's gonna be a good, good night","Black Eyed Peas"
"That's all we got","Black Eyed Peas"
"That's the reason why sometimes I'm feelin' down","Black Eyed Peas"
"That's the reason why sometimes I'm feelin' under","Black Eyed Peas"
"The Bloods and The Crips and the KKK","Black Eyed Peas"
"The boys, they wanna sex me","Black Eyed Peas"
"The truth is kept secret, it's swept under the rug","Black Eyed Peas"
"Then you only leave space to discriminate","Black Eyed Peas"
"There's no wonder why sometimes I'm feelin' under","Black Eyed Peas"
"They always standing next to me","Black Eyed Peas"
"They buy me all these iceys","Black Eyed Peas"
"They say I'm really sexy","Black Eyed Peas"
"They say they love my ass in","Black Eyed Peas"
"They treat me really nicely","Black Eyed Peas"
"Tonight's the night","Black Eyed Peas"
"Tonight's the night Hey","Black Eyed Peas"
"Trying to feel my hump, hump","Black Eyed Peas"
"We can keep on dating","Black Eyed Peas"
"We gotta rock Rock, rock, rock, rock","Black Eyed Peas"
"We only got","Black Eyed Peas"
"We'll shut it down","Black Eyed Peas"
"We'll shut it down Shut it down","Black Eyed Peas"
"What you gonna do with all that ass","Black Eyed Peas"
"What you gonna do with all that breast","Black Eyed Peas"
"What you gonna do with all that junk","Black Eyed Peas"
"What's wrong with the world, mama","Black Eyed Peas"
"Whatever happened to the fairness and equality","Black Eyed Peas"
"Where is the love Love","Black Eyed Peas"
"Where is the love The love","Black Eyed Peas"
"Where is the love The love?","Black Eyed Peas"
"Where is the love, the love, the love","Black Eyed Peas"
"Where is the love, the love, the love?","Black Eyed Peas"
"Where is the love?","Black Eyed Peas"
"Where's the love, y'all","Black Eyed Peas"
"Where's the love, y'all, come on I don't know","Black Eyed Peas"
"Where's the truth, y'all, come on I don't know","Black Eyed Peas"
"Why are there pieces of love that don't belong?","Black Eyed Peas"
"With no one to share","Black Eyed Peas"
"With no one who truly cares for me","Black Eyed Peas"
"With ongoin' sufferin' as the youth die young","Black Eyed Peas"
"Wrong information always shown by the media","Black Eyed Peas"
"Yo', whatever happened to the values of humanity","Black Eyed Peas"
"You ain't my man, boy","Black Eyed Peas"
"You can look, but you can't touch it","Black Eyed Peas"
"You don't want no drama","Black Eyed Peas"
"You know what we say say","Black Eyed Peas"
"You love my lady lumps","Black Eyed Peas"
